kriol	english
lilwan lilwan lijad	lizard
lilwan lilwan lijad	very small
defada	death adder
defada	fat
defada	short
defada	sudden death
shotwan fetwan	death adder
shotwan fetwan	fat
shotwan fetwan	short
shotwan fetwan	sudden death
lil poisin sneik	snake
laik bandiyan	snake
got fletwan bingga	saltwater
got fletwan bingga	turtle
miga miga	leech
lij	leech
jugabeg	honeycomb
jugabeg	honey
jugabeg	sugarbag
jugabeg	sugar
kemp bla insek	camp
kemp bla insek	etc.
kemp bla insek	nest
entlayon hol	camp
entlayon hol	etc.
entlayon hol	nest
fletwan ston	antbed
fletwan ston	flat stone
fletwan ston	stone
fletwan ston	flat
fetwan flai	insect
debil-debil	Satan
debil-debil	ghost
debil-debil	devil
debil-debil	spirit
debil-debil	mantis
debil-debil	preying
wankain insek	insect
lilwan jugabeg	sugarbag
lilwan jugabeg	little
bigwan blekwan ent	ant
wankain kokroj	cockroach
wankain kokroj	metallic
bigbala bi	bee
wiskas	feelers
smolwan	grasshopper
smolwan	locust
smolwan	little
smolwan	a little
smolwan	small
smolwan	small stone
smolwan	spearhead
hol bla entlayon	bed
hol bla entlayon	nest
entlayon	antlion
lilwan bidul	beetle
lilwan bidul	small
boi jugabeg	honeycomb
long ai	honeycomb
bigwan bluwan ent	Big Blue
bigwan bluwan ent	ant
fli	flea
fli	leech
lilwan blekwan ent	biting
lilwan blekwan ent	ant
bigwan blekwan igal	eagle
grinwan	black
grinwan	dark
grinwan	darken
grinwan	fawn
grinwan	green
grinwan	dark colour
skin bla insek	skin
wankain lokus	cicada
wankain lokus	silver
sikada	cicada
sikada	silver
ani	honey
ani	sugarbag
wankain bidul	jewel beetle
wankain bidul	fly
wankain bidul	wasp
wankain bidul	bee
wankain bidul	etc.
wankain badaflai	moth
spaidaweb	spider web
lilwan skopiyan	scorpion
jugabeg bi	sugarbag
faiyaflai	firefly
im lait lait	firefly
jugabeg flai	bees
jugabeg flai	flies
jugabeg flai	bee
inglijwan en neitib	bees
inglijwan en neitib	flies
inglijwan en neitib	bee
bigwan flai	bee flies
bigwan flai	bee fly
bigwan kain bi	fly
bigwan kain bi	wasp
bigwan kain bi	bee
bigwan kain bi	etc.
imin meikim song	maker
driman	dreaming
driman	totem
driman	ceremony
slip	sleep
slip	slip
slip	slippery
bulrora	bull-roarer
Alawa	Alawa
Alawa	bone
nyugurr	forbidden
nyugurr	sacred
kaan kemp	forbidden
gos	ghost
gos	spirit
bijnij agen	ceremony
Mara	Mara
Marinbala	Mara
lenggwij	big words
lenggwij	language
linggo	big words
linggo	language
siman	dreaming
siman	totem
totem	dreaming
totem	totem
Yanyuwa	Yanyuwa
bulab gula	anger
bulab gula	angry
jikibala	anger
jikibala	angry
seikrit serramoni graun	secret
bigwan sta	Sirius
bigwan sta	star
opin kantri	bald
opin kantri	open country
bolwan	bald
bolwan	open country
win burrum jangudanwe	west wind
rokples	gorge
renbo	rainbow
helston	hailstones
entbed	antbed
entbed	flat stone
entbed	stone
krek-krek	crack
watafol	waterfall
win burrum jangidapwe	east wind
brabli hotbala spring	boiling hot
brabli hotbala spring	spring
lilwan hol	small hole
lilwan hol	hole
lilwan hol	small
redoka	red ochre
redoka	ochre
redoka	red
wait peint	white clay
wait peint	white paint
wait peint	paint
wait peint	white
fletwan kantri	flat country
fletwan kantri	country
fletwan kantri	flat
wet graun	spring
wet graun	wet ground
jok	spring
jok	wet ground
yela peint	yellow paint
yela peint	paint
yela peint	yellow
milkiwe	Milky Way
jat roud	Milky Way
nothwin	north wind
nogudbala wota	brackish water
wankain ston	stone
wankain ston	type of
sopiwan bla wota	froth
sopiwan bla wota	scum
sathan kros	Southern Cross
beingk bla riba	bank of river
redwan graun	red
redwan graun	red clay
ashis	dust
ashis	ashes
jimok burrum faya	heat haze
wev	waves
weib	waves
dipwan	deep
dipwan	deep water
dipwan wota	deep
dipwan wota	deep water
dip graun	deep place
sloping ston	stone
blekwan sengraun	mineral sand
ailan	island
ailan	low ground
lowan graun	island
lowan graun	low ground
kolweja	cold weather
barngras kantri	grass
shalowota	shallow water
kolsek	coalsack
fladwota	flood
wota la riba	flood
waitwan ston	white stone
waitwan ston	stone
waitwan ston	white
rafwan ston	rough stone
rafwan ston	rough
rafwan ston	stone
difren blekwan ston	stone
rauwan ston	round stone
rauwan ston	round
rauwan ston	stone
redwan stons	redstone
redwan stons	red
redwan stons	stone
seben sista	Pleiades
seben sista	Seven Sisters
hotwan win	hot wind
hotwan win	hot
hotwan win	wind
haiwan beingk	cliff
haiwan beingk	high bank
haiwan beingk	bank
bigbala hil	mountain
dakbala	dark
dakbala	darkness
dakbala	night
dakbala	black
dakbala	darken
dakbala	fawn
dakbala	green
dakbala	dark colour
wota	still water
draiwan ples	dry place
renbo snek	rainbow
waiwin	whirlwind
wili-wili	whirlwind
klaud garrim ren	cumulus
klaud garrim ren	stratocumulus
rentaim	rainy season
rentaim	wet season
dubala sta	stars
dubala sta	two
mami en dadi	mother and father
mami en dadi	parents
tubala	mother and father
tubala	parents
grendota	grandchild
oldes baba	older brother
oldes baba	older sibling
oldes baba	brother
oldes baba	older
anti	father’s sister
anti	mother’s brother’s wife
anti	aunt
kantriman	fellow countryman
kantriman	relation
angkul	mother’s brother
angkul	uncle
abuji	mother’s father
ngabuji	mother’s father
ngabuji	husband’s father
ngabuji	father-in-law
banjiman	in-laws
gaga	mother’s mother
gaga	faeces
gaga	shit
abija	father’s mother
tubala met gija	married couple
asbin en waib	married couple
asbin o waif	spouse
asbin	husband
bla im dadi	his father
boi bla sista	sister’s son
eldes baba	eldest brother
eldes baba	brother
eldes baba	eldest
enikain fish	fish
wankain bonifish	fish
lilwan yangwan barramandi	barramundi
grofish	crayfish
krofish	crayfish
greibij	crayfish
shel bla snel	snail-shell
lilwan lilwan fish	straw man
lilwan lilwan fish	fish
dumaj bon	straw man
dumaj bon	fish
wankain fish	spoffish
wankain fish	perch
wankain fish	spangled
bebi rok kod	sleepy cod
slipikod	sleepy cod
fish fin	fin
fish fin	pectoral
lilwan ketfish	small
maitbi madkod	rock cod
bonfish	bony bream
bonfish	bonefish
nel bla fish	fin
wiska bla fish	fin
ketfish	catfish
laik barramandi	catfish
tel	tail
biginini bla yimayirri	bream
jalgifish	bream
wankian shel	cockleshell
wankian shel	limpet
wankian shel	etc.
fish skeil	fish scales
smol shotwan fish	fish
prabli	properly
prabli	really
prabli	real
prabli	proper
jawa	sour
bolwan hed	bald
bolwan gabarra	bald
laya	lie
laya	untrue
nomo trubala	lie
nomo trubala	untrue
waydwan	wide
yangwan	child
yangwan	young
yangwan	young of animals
yangwan	paperbark
yangwan	small
bajdam	first
bajdam	first time
bajdam	in the past
bajdam	past
bajdam	earlier
bajdam	past time
lilbit waitwan	off-white
lilbit waitwan	black
lilbit waitwan	dark
lilbit waitwan	darken
lilbit waitwan	fawn
lilbit waitwan	green
lilbit waitwan	dark colour
lilbit waitwan	grey
lilbit waitwan	white
baibul baibul	piebald
lilbit redwan	chestnut-coloured
yunmi tiklim	ticklish
bla spiya	sharp
skopyon tel	sharp
olde lukabat gula	humbug
olde lukabat gula	muck around
haibala haibala	high
skinibala	thin
skinibala	sick
thinwan	thin
thinwan	sick
detibala	dirty
bla woda	dirty
nomo balgin	sweet
garrim munda	big man
garrim munda	hard
garrim munda	loud
garrim munda	strong
garrim munda	strongly
senwan	sand
senwan	sandy
openbala	open
straipibala	spots
straipibala	stripes
straipibala	striped
straip straip	spots
straip straip	stripes
spot spot	spots
spot spot	stripes
spot spot	spotty
spot spot	possum
blandibala	many
blandibala	much
blandibala	adult
blandibala	grown up
blandibala	big
blandibala	plenty
blandibala	big mob
blandibala	crowd
impotanwan	big
impotanwan	great
impotanwan	large
hadbala	hard
hadbala	loud
hadbala	strong
lilwan dog	little dog
lilwan dog	dog
lilbit lait braun	flying fox
lilbit lait braun	red
binji - ajad	belly
binji - ajad	stomach
ebribit	belly
ebribit	stomach
irriwul	horn
tus	teeth
wok la ni	crawl
skatidim	scatter
skatidimat	scatter
abum spel	rest
tok sofwan	whisper
jingat yagay	ouch
drop	drop
drop	throw
drop	fall
dekimat	take off
dekimat	take out
dijan mob	these
la tharran	to that
burrum jeya	after that
burrum jeya	from there
abdajat	after that
abdajat	from there
abdajat	then
win brom jangudanwei	west wind
win brom jangudanwei	west
win brom jangudanwei	wind
rokpleis	gorge
win brom jangidapwei	east wind
moning sta	Venus
moning sta	evening star
moning sta	star
milkiwei	Milky Way
jimok brom faya	heat haze
shelawota	shallow water
namo garrim rein	clouds
woda la riba	flood
prapa redwan ston	stone
draiwan pleis	dry place
reinbo sneik	rainbow
blekwan woda	fresh
blekwan woda	rain water
\lil sista	younger sister
prabli spot spot	spotty
jimadwan	clever
jimadwan	knowledgeable
jimadwan	smart
jimadwan	healthy
nyumun	new moon
nyumun	be on top
nyumun	full moon
nyumun	moon
babard	bird species
wan kain	bird species
fletwan	flat
fletwan	blunt
waidwan	open
waidwan	wide
netib ket	native cat
netib ket	cat
netib ket	native
blowabeg heya	white hair
waitwan heya	white hair
raun binji	round
gadim teist	tasty
gadim teist	sugary
gadim teist	sweet
nomo gadim teist	tasteless
straibala	striped
dumeni iya	big
dumeni iya	plenty
o bigwan	big
o bigwan	plenty
rili wetwan	wet
rili wetwan	wet ground
rili wetwan	really
fobala	four
heviwan	heavy
heviwan	low
dardibala	dirty
dardibala	not clean
dardibala	black
dardibala	dark
dardibala	darken
dardibala	fawn
dardibala	green
dardibala	dark colour
nomo klinbala	dirty
nomo klinbala	not clean
krikidwan	crooked
jabi-jabi	old women
jabi-jabi	wise
olgolgomen	old women
olgolgomen	wise
olgolgomen	women
gadim heya	hairy
gadim heya	shady
gadim sheid	hairy
gadim sheid	shady
sheidi tri	hairy
sheidi tri	shady
anli lilbit	one
anli lilbit	only a little
fetwan	fat
fetwan	plump
fetwan	swollen
bla enimul	fat
jodbala	short
jikiwan	aggressive
gel plein keinggurru	aggressive
sketid	scattered
jwolap	plump
jwolap	swollen
imin jwelap	plump
imin jwelap	swollen
lembala	lame
lembala	to be
kolwan	cold
kolwan	be cold
nomo gadim ngaridi	lame
munda	lame
munda	sinew
munda	strength
munda	vein
filim nogud	lame
laik wijidi	soft
skopyon teil	sharp
blantwan	blunt
blantwan	slack
nomo shapwan	blunt
bletwan	blunt
gadim bigwan bodi	fat
nomo ledim tajim	forbidden
tabu	forbidden
shuga	sugary
shuga	sweet
shuga	sugar
diyafela	forbidden
diyafela	sacred
sekrit	forbidden
sekrit	sacred
gadim munda	big man
gadim munda	hard
gadim munda	loud
gadim munda	strong
gadim munda	strongly
gadim munda	big
tolwan	high
tolwan	long
tolwan	tall
tolwan	middle finger
tolwan	finger
tolwan	middle
haibala	high
haibala	long
haibala	tall
jigibala teist	bitter
jigibala teist	brackish
difren	different
difren	separate
mijalb mijalb	different
mijalb mijalb	separate
garri sowa	no good
garri sowa	sore
dedwan	dead
lilbit blekwan	black
lilbit blekwan	dark
lilbit blekwan	darken
lilbit blekwan	fawn
lilbit blekwan	green
lilbit blekwan	dark colour
go dakbala	black
go dakbala	dark
go dakbala	darken
go dakbala	fawn
go dakbala	green
go dakbala	dark colour
nomo klinwan	black
nomo klinwan	dark
nomo klinwan	darken
nomo klinwan	fawn
nomo klinwan	green
nomo klinwan	dark colour
nomo sabi	don’t know
nomo sabi	not understand
nomo sikbala	healthy
polismen	policeman
sakamsisin	circumcised
bin kadim	circumcised
nyubala bebi	newborn baby
nyubala bebi	baby
nyubala bebi	newborn
neshan	nation
bigeswan gel	girl
olgomen	girl
olgomen	woman
gudwan hanta	good
gudwan hanta	hunter
olwan olgomen	old woman
wangulu men	widower
bebi	baby
bebi	toddler
pikinini	baby
pikinini	toddler
pikinini	child
bla menija waif	missus
nyuwan bebi	baby
nyuwan bebi	new
bigwan boi	big boy
bigwan boi	big man
bigwan men	big boy
bigwan men	big man
yanggel garrim bebi	woman
gelwan pikinini	young girl
gelwan pikinini	girl
gelwan pikinini	young
big pipul	adults
enemi	enemy
bigwan gelwan keinggurru	kangaroo
gelwan keinggurru	kangaroo
gelwan keinggurru	female
bigwan dog	big dog
bigwan dog	big
bigwan dog	dingo
bigwan dog	dog
smolwan blanbok	sugar glider
brud brud	bandicoot
brud brud	mouse
brud brud	rat
neitib ket	native cat
neitib ket	cat
neitib ket	native
bulugi	bull
bulugi	bullocks
bulugi	cattle
lilwan blanbo	flying squirrel
lilwan blanbo	sugar glider
lilwan blanbo	glider
lilwan blanbo	sugar
kamel	camel
beibi nenigout	baby goat
beibi nenigout	goat
mawus	rat
boiwan plein keinggurru	kangaroo
teil bla enimul	tail of animal
bogubain	echidna
smolwan ston keinggurru	euro
smolwan ston keinggurru	kangaroo
smolwan ston keinggurru	small stone
blekwan blanbo	black flying fox
blekwan blanbo	black
blekwan blanbo	flying fox
bogupain	echidna
bogupain	porcupine
gadi neil	echidna
bafalo	buffalo
redwan blanbo	black flying fox
redwan blanbo	black
redwan blanbo	flying fox
gadi wing	aeroplane
gadi wing	angel
gadi wing	flying fox
gelwan redwan keinggurru	kangaroo
bigwan blanbo	long-eared bat
bigwan blanbo	bat
bigwan blanbo	long-eared
lib la keib	rock wallaby
lib la keib	wallaby
posam la rok	possum
meit bla wanarr	possum
smolwan la keib	flying fox
smolwan la keib	small
plein keinggurru	red kangaroo
plein keinggurru	kangaroo
weks bla irriwul	earwax
top bla ni	kneecap
botampat bla fut	sole of foot
botampat bla fut	footsole
rib bon	rib
heya bla gabarra	hair of head
heya bla bodi	body hair
bundu bundu	pregnant
bundu bundu	round
kerrim	pregnant
kerrim	round
nomo gadem teist	tasteless
gadem teist	tasty
botampat	lower leg
botampat	shin
bekpat bla ni	back of knee
keib bla nos	nostril
burl burl	lungs
broginwan tus	broken tooth
broginwan tus	broken
broginwan tus	tooth
lilwan bingga	little finger
lilwan bingga	little
lilwan bingga	finger
midulwan bingga	middle finger
midulwan bingga	finger
midulwan bingga	middle
sowa	boil
sowa	big
sowa	sore
am	upper arm
am	arm
am	branch
am	upper
haipat	upper arm
haipat	arm
haipat	upper
aibrau	eyelash
aibrau	eyebrow
aipat	eyelash
aipat	eyebrow
fletwan la botam	pelvis
eingul	ankle
eingul	ankle bone
eingul	foot
abum sowa oloba	lame
rait am	right hand
rait bingga	right hand
milga	hip bone
milga	pelvic bone
fored	forehead
binga	index finger
binga	finger
binga	index
sinyus	sinew
sinyus	strength
sinyus	vein
hedkol	head cold
hedkol	runny nose
woda bla ai	tears
ampit	armpit
bleda	bladder
bleda	kidney
bleda	porcupine
blobeg heya	grey hair
blobeg heya	grey
blobeg heya	hair
milk snek	milk snake
fail snek	file snake
paibul snek	not poisonous
paibul snek	rock snake
wankain snek	rock snake
wankain snek	edible
wankain snek	redbelly
wankain snek	Children’s python
wankain snek	black spots
poisin snek	brown
shot nek dadul	tortoise
wipsnek	black
wipsnek	whip snake
grin gras	green grass
grin gras	grass
grin gras	green
yuway	yes
gadi smel	smell
bla main	my own
wankain gamtri	gum tree
wankain gamtri	river
wankain gamtri	eucalypt
wankain gamtri	whitebark
tok tok	talking
meikim nois	drone
meikim nois	howl
andanit	under
andanit	underneath
la bodam	underneath
saun kambek	echo back
raunwan wumara	spear thrower
raunwan laik spiya	spear thrower
brom wujei	where from
doa	door
doa	paperbark
doa	paperbark tree
haw	how
ardim jowa	chafe
wailmelin	vine
araun	around
araun	behind
keipok	kapok
adbala	strongly
hikap	hiccup
get seibd	saved
miau	miaow
nomo kin mub	ill
nomo kin mub	still
intit	tag question
prabli naitaim	at night
prabli naitaim	midnight
deigim la im	pick up
deigim la im	take
gibit la im	pick up
gibit la im	take
red hot ston	red hot
dongki singat	bray
wisling dak	black duck
wisling dak	duck
wisling dak	whistler
wisling dak	whistling
wisling dak	little
wisling dak	grebe
wisling dak	little grebe
gron	groan
faiya laitim	light
faiya laitim	smoke
laitim faiya	light
kilim fish	catch fish
godan bla fish	catch fish
singat brabli adbala	scream
wailbinana	banana
wailbinana	wild
pleibat la woda	play
weit bla sambodi	wait for
fraitin bla samting	be
fraitin	afraid
fraitin	frightened
peipabak tri	paperbark
peipabak tri	paperbark tree
wankain tri	tree-type
wankain tri	cotton tree
wankain tri	tree sp
wankain tri	geebung
baimbai	later
baimbai	long time
baimbai	later on
baimbai	soon
wankain	plant sp
wankain	Masked Owl
wankain	barn owl
wankain	boobook
wankain	heron
wankain	masked
wankain	plover
wankain	shrub
wankain	plant
wankain	succulent
wankain	bridled
wankain	tern
wankain	forest kingfisher
wulibaktri	stringybark
libum biyain	pass by
libum biyain	leave behind
peipibak	paperbark
peipibak	small
peipibak	young
wankain daga	fruit
wankain daga	round
wankain daga	tucker
wankain daga	reeds
wodawid	green
wodawid	weed
leidanlabat	lie down
leidanlabat	sleep
meigim dai	hit
meigim dai	kill
goran la seremoni	corroboree
gowat	go out
wankain pamtri	cabbage
wankain pamtri	palm
wispa	whisper
yegey	ouch
yagay	ouch
wankain priklitri	prickly
wankain priklitri	tree
hipdap	heap up
meigim strongwan	strong
igal	eagle
bloim nos	blow nose
wankain be:d	rails
wankain be:d	mistletoe bird
wankain be:d	babbler
wankain be:d	Brown
wankain be:d	honeyeater
wankain be:d	brush
wankain be:d	cuckoo
wankain be:d	bee-eater
wankain be:d	roller
wankain be:d	cockatiel
wankain be:d	rainbow bee-eater
wankain be:d	plover
wankain be:d	bittern
wankain be:d	rufous
wankain be:d	whistler
wankain be:d	tropic bird
wankain be:d	swallow
wankain be:d	warbler
wankain be:d	White-breasted Woodswallow
wankain be:d	white-winged triller
wankain be:d	Brush Cuckoo
meigim gudbala	explain
meigim gudbala	make good
gadi gula	angry
gadi gula	to be
bulugi roud	track
bush trek	track
enimul trek	track
solwoda tadul	saltwater
solwoda tadul	turtle
bewabe:d	bowerbird
bewabe:d	great
bewabe:d	great bowerbird
waitkarant	white currant
waitkarant	White
waitkarant	currant
waitkarant	white
blandim misalb	hide
blandim misalb	balance oneself
grinplam	green
grinplam	plum
go blekwan	darken
abdum	chase
heya belt	etc.
beibi imiyu	emu
wankain burdiflawa	Morrison
kaman futwok	walk up
kaman futwok	walk
wud bla faiya	fire
wud bla faiya	flame
wud bla faiya	light
peipabak kulaman	coolamon
smel gudbala	smell good
buj dilib	bush
buj dilib	tea leaf
giyaman la jambodi	joke
giyaman la jambodi	lie
laya la mi	joke
laya la mi	lie
giyaman	lie
giyaman	gammon
nomeda	like
nomeda	never mind
nomeda	no matter
nomeda	nothing
la frant la	this side of
disaid la	this side of
slipibala	be
slipibala	sleepy
slipiyai	be
slipiyai	sleepy
wandi silip	be
wandi silip	sleepy
dalim laya	lie
lilwan stik	branch
lilwan stik	twig
lilwan stik	shrub
lilwan stik	small
grinwan wadi	branch
grinwan wadi	twig
bigwan rili gras	spinifex
sidan jalgibala	be
sidan jalgibala	solemn
karajong	kurrajong
tudei na	now
tudei na	today
mun gudan	set
mun gudan	sun
san gudan	set
san gudan	sun
san gudan	go down
san gudan	shy
gadem sheim	ashamed
we:k	work
wankain perit	cockatiel
wankain perit	parrot
grinwan gras	green grass
abum blandi	have
abum blandi	plenty
jigiwan aligeida	crocodile
kren	heron
kren	White
kren	egret
dak dak	duck
kau tok	moo
hai ples	high place
praibitwan	belonging to
praibitwan	one’s own
displeis	here
displeis	this place
bladwud tri	bloodwood tree
gudwan bla dagat	edible
gadem loda teis	sugar
shadimap ai	blink
shadimap ai	close eyes
tharran bla im	own
filing wori	worry
spirrit bla pejin	feelings
gulijab la	close to
gulijab la	near to
meikim jamp	frighten
meikim jamp	make jump
blo nos	blow nose
meikim shabala	make sharp
meikim shabala	sharpen
sofwan beibi feja	down feathers
sofwan beibi feja	feathers
wankain wadul	wattle
detiwan peipabak	dirty
detiwan peipabak	paperbark tree
meigimbat spiya	make
raiful	gun
raiful	rifle
shotgan	gun
shotgan	rifle
blekbala beki	native
blekbala beki	tobacco
freshwoda tadul	fresh water
freshwoda tadul	turtle
wankain freshwoda tadul	fresh water
wankain freshwoda tadul	turtle
mekim hot	cook
mekim hot	make hot
go hot	cook
go hot	warm
burdiflawa be:d	friarbird
spit kamat	salivate
dakat brekfis	eat breakfast
bigwan pijin	Dove
gejim fish	catch fish
andimwe	chase
swearing we:d	a
swearing we:d	swearword
spit la im	spit out
pedulim	paddle
ledim go kolbala	feel cold
megm	copy
oldim la hen	hold in hand
jalg	poke
jalg	jab
bega	tobacco
jungungu	tobacco
bigmob waiya	wire
5-6-bala	wire
raunwan daga	round
pudum la top	hang
nest bla be:d	bed
nest bla be:d	bedroll
nest bla be:d	camp
buj gadi heya	bushes
buj gadi heya	furry
buj gadi heya	hairy
buj gadi heya	shady
shabal spiya	kill
shabal spiya	spear
shabal spiya	shovel-nosed
go wokabat	hunt
go wokabat	Togo
go wokabat	hunting
katim	cut
bluren	wrens
stretwan	good
stretwan	straight
gajim gadi hen	catch
gajim gadi hen	feel for
gajim gadi hen	hold in hand
gajim gadi hen	touch
kambek bumareing	boomerang
kambek bumareing	returning
hambag la	disturb
hambag la	worry
toktok	noise
toktok	talk
oldtaim tomiyok	axe
oldtaim tomiyok	traditional
snikap la	sneak up on
snikap la	stalk
singat adbala	scream
jalgim	pierce
jalgim	spear
audim faiya	put out fire
wankain wisling be:d	whistler
wankain wisling be:d	rufous
wankain wisling be:d	rufous whistler
eliganda	helicopter
wankain lilwan be:d	fairy
wankain lilwan be:d	warblers
post bla doa	door post
go la said	go alongside
dubala samkain gras	two kinds
spit foldan	dribble
shabal nos spiya	spear
waitwan burdiflawa	hibiscus
jing jing	suck breast
wailrais	rice
wailrais	wild
wailrais	wild rice
lugabdim	look after
lugabdim	shepherd
lugabdim	tend
lilwan lif	little
lilwan lif	leaf
lilbe:d	quail
gras kantri be:d	quail
lildak	little
lildak	duck
lildak	whistler
wisling	little
wisling	duck
wisling	whistler
longwan wadi	long
longwan wadi	yamstick
longwan yemstik	long
longwan yemstik	yamstick
longwan yemstik	fighting
longwan yemstik	stick
bla solwoda tri	long
bla solwoda tri	yamstick
bodl tri	bottle tree
waitwan gagadu	cockatoo
waitwan gagadu	white
waitwan gagadu	white cockatoo
waitwan gogi	cockatoo
waitwan gogi	white
waitwan gogi	white cockatoo
angindan	runny nose
blek karant	blackcurrant
wankain pijin	Dove
wankain pijin	pigeon
wankain pijin	Bar-shouldered Dove
dabulum misalb	curl up
peipabak hawus	rounded
peipabak hampi	rounded
spilim misalb	spill
godan la	go down to
godan la	throw down
tubeki	tobacco
neidib jumbago	native
neidib jumbago	tobacco
jirjirdok	pardalote
butjabe:d	butcherbird
wankain medsin	plant
skin gowei	shed skin
pulap yem	pull up
brekim	open
brokim	open
finish	stop
finish	finish
finish	finish up
prikliwan	vine
bak brom tri	bark of tree
la midul	halfway
la midul	in the middle
bigwan longwan naif	big
bigwan longwan naif	knife
bigwan longwan naif	long
splitim la binji	etc.
paip	pipe for smoking
bla smok	pipe for smoking
go akros	cross over
burrumin	fill
burrumin	put in
burrumin	throw in
shek	shiver
bigwan perit	parrot
bigwan perit	red-winged parrot
noth	north
bildimbat faiya	set fire
bildimbat faiya	set afire
lilwan lilwan buj	shrub
lilwan lilwan buj	small ground
gula jampap	angry
gula jampap	become
dirrwu	dive
dirrwu	dive in
dirrwu	jump
ardim	hurt
ardim	sick
sikbla	hurt
sikbla	sick
barn garri fiba	burn
draiwan wud	dry wood
dedwan lif	dry wood
gibit jik la	teasing
jigibala la	teasing
tisin	teasing
skatid	curly hair
skatid	tousled
goran goran	turn
goran goran	twist
mekim nois	make sound
mekim nois	sound
fulwan	full
meikim im hevi	make heavy
opinbala	open
opinbala	wide
oldentaim	early days
oldentaim	long time
blekdak	goose
blekdak	maned
meikim	build
meikim	make
baligal	Australian
baligal	pelican
bigwan braba perit	parrot
redwan wing	parrot
wankain buj	grevillea
wankain buj	bush
thikwan skrab	forest
thikwan skrab	scrub
thikwan skrab	thick
hantimwe	huntaway
hantimwe	chase away
jelas la im	be
jelas la im	jealous
lilirut	water lily
muduga	car
muduga	truck
tiyota	car
tiyota	truck
mug mug	mopoke
gro fetwan	fat
go plei	play
meigim smolwan	crumple
meigim smolwan	fold
meigim smolwan	roll up
thikwan temarin	tamarind
thikwan temarin	think
igalok	eagle
frog singat	croak
bulum adbala	pull hard
dumbat rongwei	do wrong
dumbat rongwei	wrong
lesi	sleepy
lukabdimbat	be kind to
maindimbat	be kind to
wailfaul	fowl
wailfaul	wild
barnim faiya	burn
ledim kol	cool
gadi shotwan nek	cormorant
stat go	set out
salki	jealous
salki	sulky
blobeg	white
alibala	early
git wail	angry
git wail	become
flot	float
flot	light
wankain wid	nardoo
wankain wid	weed
bandamis baskit	basket
net bla fishing	basket
kolbala pleis	cool place
nomo gadem faiya	cool place
raunbala	round
burrumap	erect
burrumap	put up
kol bla faiya	ashes
danaran	turn over
danim misalb	turn over
gadem riliwan lif	pale yellow
gadem riliwan lif	wattle
shel bla sneil	snail-shell
redwan kol	ashes
redwan kol	glowing
redwan ashis	ashes
redwan ashis	glowing
kisim	cuddle
kisim	kiss
kajolaim	cuddle
kajolaim	kiss
fuldan	born
fuldan	fall down
fuldan	to be
stonbe:d	koel
fulap	full up
fulap	to be
fulap	full
fulap	satiated
ariap	hurry
go kwik	hurry
taipan	taipan
swet gidap	perspire
swet gidap	sweat
aligeida	crocodile
aligeida	fresh water
aligeida	alligator
fresh woda	crocodile
fresh woda	fresh water
beikim	knead
beikim	squeeze
hit la hed	knead
hit la hed	squeeze
karrimat	carry
dayimap	tie up
winbrek	windbreak
weksimap	melt
katimap	rain
katimap	slice up
rein slaisim	rain
rein slaisim	slice up
im deya	that
im deya	that there
thirstibala	thirsty
thirstibala	to be
womim misalb	warm oneself
setat	arrive
setat	set out
imin stak	stuck
imin stak	to be
redwan o kolbala	charcoal
redwan o kolbala	coals
mak la samting	mark
rili wait	white
karrim	carry
wisling igal	eagle
wisling igal	whistling
wisling igal	kite
fishok	eagle
fishok	whistling
dargibuj	turkey bush
gadem redwan burdiflawa	turkey bush
bifwud	beefwood
ston eksed	axe
meikim dirrwu	throw in
diwaj	duck
lilwan dakdak	duck
flai flai	fly
dekimat ola sid	skin
gowe trabling	go
gowe trabling	go away
splitim	split
meigim hip	push in
majarim	mustering
mijalb kantri	alone
nisim	eject
nisim	lay egg
midap. midim	meet
midap. midim	meet up with
spiya hed	small stone
spiya hed	spearhead
braunkren	heron
wankain feja	feather
wudwan	wooden
bla jogim yem	wooden
shotwan yemstik	short
shotwan yemstik	yamstick
waitwan peint	whitewash
peipabak totj	firestick
peipabak totj	light
peipabak totj	torch
goap raitap la	go up to
goap raitap la	reach
baitim	bite
aionwud	ironwood
waitwan tri	tree
waitwan tri	white
laitwan kain tri	tree
lukarta	have
lukarta	look after
lukarta	mind
lilwan krela	little
lilwan krela	corella
lilkrela	little
lilkrela	corella
mengrob tri	mangrove tree
perit	parrot
perit	parrots
tok la im	talk to someone
drai stik	dry
drai buj	dry
karrimap la sholda	carry on shoulder
hedbend	headband
feja	feather
wulijeim dijan	like
wulijeim dijan	same
lilbit redwan buj	plant sp
lilbit redwan buj	reddish
gadem waitwan bak	eucalypt
gadem waitwan bak	gum tree
gadem waitwan bak	whitebark
album	help
hukspiya	hooked
hukspiya	spear
kinu pedul	canoe paddle
kipgon jalg	jab
laitwan jindiyindi	tree sp
wisling tri	she-oak
wisling tri	oak
la solwoda	she-oak
gudhanta	hunter
eksident	accident
danap	go back
danap	turn off
solwoda aligeida	crocodile
solwoda aligeida	salt water
kambiny	egg
ston tomiyok	little
ston tomiyok	axe
lilwan tomiok	little
lilwan tomiok	axe
baimbai yet	yet
baimbai yet	not yet
longtaim pasdam	long time ago
wankain lilwan peipabak	paperbark
leidan beliap	lie on back
ston spiya	spear
ston spiya	stone
linggu	big words
linggu	language
te:n	go
