kriol	english
foling wota	waterfall
folingsta	falling star
folorum	follow
folt	fault
forred	forehead
fosim	force
fotaim	four
foto	photo
fowildraip	four-wheel drive
frait	be afraid
frait	fear
frait	be frightened
frait	afraid
frait	frightened
fraitinim	frighten
fraitinim	scare
fraitinim	make jump
frant	ahead
frant	first
frant	front
frant	palm
fren	friend
fren	mate
fresh	fresh
fri	free
frisa	refrigerator
frog	frog
frog	any kind
from	from
from	through
fromdeya	after that
fromdeya	from there
frut	fruit
ful	blood
ful	close
ful	filled
ful	full
ful	real
fulspi:d	very fast
fut	foot
fut reis	footrace
futbol	football
futwok	hike
futwok	trek
futwok	walk
fyu	few
fyunral	funeral
ga	faeces
gabadap	be covered
gabadap	be
gabadap	covered
gabadap	cover
gabadap	be covered up
gabadi	cup of tea
gabadimap	cover up
gabadimap	hide
gabaditaim	midafternoon
gabaditaim	midmorning
gabaditaim	teatime
gabalili	gecko
gabalili	lizard
gabalili	skink
gabarra	head
gabarra	forehead
gabarrimap	cover up
gabarrimap	cover
gabigabi	calf
gabijdin	garbage can
gabman	government
gabmanmen	government man
gabo	how about
gabo	May
gaburrumap	cover
gada	must
gada	will
gada	with
gadabila	caterpillar
gadem	have
gadem	with
gadem	having
gadi	have
gadi	with
gadim	with
gadimap	carry
gadin	garden
gadina	gardener
gagadu	cockatoo
gaggag	mother’s mother
gai	be proud of
gaidim	guide
gaja	ah
gajak	have intercourse
gajim	catch
gajim	get
gajim	pick up
gajin	mother-in-law
gajin	cousin
gajinga	penis
gajulum	embrace
gajulum	grab
gajulum	hug
galap	gallop
galap	run
galapinabat	move around
galegdim	collect
galga	soldiers
gali	creek bed
gali	gully
gali	Little Creek
galimap	climb
galimap	go up
galoping	fast
gam	come
gam	gum
gaman	come
gaman tru	come through
gamap	come
gamap	rise
gamat	come out
gambek	come back
gambla	gambler
gambling	gamble
gamdan	come down
gamwarra	lizard
gan	cannot
gan	gun
ganfaita	gunman
gangabarri tri	blackcurrant
gangabarri tri	black plum
ganjal	bite through
ganwo	give me
gapula	partially blind
garabas	milkwood
gardiya	European
gardudu	penis
garlai	beg
garnda	buttocks
garnda	sexual organs
garndai	private parts
garnia	lily root
garra	will
garra	with
garrabarri	corroboree
garram	have
garram	with
garria	white man
garrigarritj	quickly
garrigarritj	speedily
garrim	with
garrimap	carry
garrimap	pick up
garrinyirringba	lots
garrinyirringba	many
garritj	addicted
garritj	greedy
gejap	reach
gejap	hurry
gats	guts
gats	intestines
gatseik	diarrhoea
gatseik	nausea
gedam	get
gedam	hit
gedam	obtain
gedap	arise
gedap	climb
gedap	get up
gedawei	escape
gedawei	get away
gedim	get
gedin	arrive
gedin	enter
gediya	arrive
gedof	alight
geim	game
geim	willing
geim	beef
geim	meat
geing	gang
geing	peer group
geingap	gang up
geit	gate
gejim	catch
gejim	give to someone
gejim	feel for
gejim	hold in hand
gejim	touch
gejimap	arrive at
gejimap	bring up to
gejimap	get
gejimap	reach
gejimap	catch up with
geko	gecko
gel	female
gel	girl
gel	sister’s daughter
gel	woman
gel	son
gela	galah
gelfren	girlfriend
gelgandri	playboy
gelwan	female
gelwan	recessed
gelwan	short
geman	fake
geman	falsely
geman	lyingly
geman	pretend
geman	supposedly
gemanwan	fake
gemanwan	pretend
gembul	gamble
geng	ally
geng	gang
geng	group
gerrap	get up
gerrap	set out
geswan	carbonated
getamat	get out
getambat	get
getof	alight
getof	get off
gib	give
gibap	abandon
gibap	give up
gibgon	continue
gibim	give
gibim	keep
gibirrim	give
gibit	give
gibitat	distribute
gibitat	give out
gibitbek	give back
gibitbek	return
gibitbek	return something
gid	get
gid-	get
gidap	arise
gidap	get up
gidap	go away
gidap	set out
gidap	be born
gidap	wake up
gidat	get out
gidawei	get away
gidawei	escape
gidbus	be confused
gidbus	be lost
gidgon	start
gidigidi	young goat
gidigidi	kid
gidim	get
gidin	get in
gidkot	be arrested
gidredi	prepare
gidredi	get ready
gidsok	be shocked
gidsok	be surprised
gidstak	be stuck
gidwail	be angry
gidwail	be annoyed
gidwasawei	be cast away
gigim	kick
gija	each other
gija	other
gijim	arrive at
gijim	come to
gijim	get
gijim	Take Photo
gijim	record
gijim	tape
gijimap	reach
gila	galah
gildi	killer
gildi	murderer
gilgai	surface water
gilgil	crawl
gilim	hit
gilim	kill
gilti	guilty
gin	again
gin	can
ginggong ginggong	donkey
ginu	canoe
girlgirl	blunt
girlgirl	broken
girria	European woman
girringgo	Mexican
girriwei	get away
girriwei	leave
git	arrive
git	become
git	get
gita	guitar
gitamen	guitar player
gitap	get up
gitbog	bog
gitdan	descend
gitdan	go down
gitin	enter
gitin	get in
gitjaj	become angry
gitredi	get ready
gitstak	get stuck
gitwail	be angry
givin	give in
givin	yield
giyeman	lie
giyeman	play
giyeman	pretend
glaimap	climb
glas	glass
glas	mirror
glu	glue
go	become
go	go
go	move
go	travel
goan	come on
goan	go on
goap	ascend
goap	go up
goap	climb
goat	exit
goat	go out
goat	come out
gobek	go back
gobek	return
gobek	turn off
goda	must
goda	future tense
goda	will
goda	with
godan	descend
godan	go down
godan	set
godan	go away
gogi	cockatoo
goin	enter
goin	go in
goj	gorge
goj	big
gokidu	cockatoo
gola	get angry
golajambap	get angry
golajambap	be annoyed
goldinwan	gold
golmaja	schoolmaster
golweja	cold season
golweja	cold weather
golweja	dry season
gon	begone
gon	future tense
goran	go around
goran	go round
got	got
got	have
gotjgulwe	brainless
gotjgulwe	mad
gowan	go on
gowan	move
gowei	come off
gowei	depart
gowei	go away
gowei	set out
gowena	goanna
gowena	lizard
gowin	going
gowin	go into
gowin	stop in
gowon	gone
grab	caterpillar
grab	grub
graindapwan	ground
graindim	grind
graindimap	grind
grainding	grinding
grajim	dig
grajimat	dig out
grajimat	break open
grajimat	cut
grajimat	take out
grajimbat	mine
grajin	digging
grajopa	grasshopper
grajopa	locust
gralim	chastise
gralim	growl at
gralim	scold
grambul	growl at
grambul	reprove
gran gabarra	crazy
gran gabarra	dizzy
gran gabarra	drunk
gran gabarra	headachy
gran gabarra	mad
grandimap	grind
grandimap	rub
gras	grass
gras	lemon
gras wolabi	wallaby
gras wolabi	grass
grashopa	grasshopper
grashopa	locust
grashopa	mountain
graul	growl
graulim	growl at
graulim	grumble
graun	dirt
graun	floor
graun	ground
graungraun	spin
grebum	grab
grebum	procure
grebum	take hold
grei	grey
greib	grave
greibum	scrape
greibum	sharpen
greibum	skin
greibyad	cemetery
greibyad	grave
greid	grade
greida	grader
greihaun dog	dingo
greihaun dog	big dog
greihaun dog	big
greihaun dog	dog
grein	flake
greip	grapes
greiwan	grey
grenbaja	grandfather
grendoda	granddaughter
grenfatha	grandfather
grenfatha	father’s father
greni	granddaughter
greni	grandmother
greni	grandson
greni	great-aunt
greni	great-nephew
greni	great-niece
greni	great-uncle
greni	mother’s mother
grenkid	grandchildren
grensan	grandson
grensan	grandchild
gri	sense
gri	be uncomfortable
gri bekbon	sense
gri bekbon	be uncomfortable
griba	creeper
griba	vine
gridi	absorbed
gridi	greedy
gridibalawei	greedily
gridijambap	greedy
gridiwan	greedy
grila	gorilla
grin	green
grin plam	green plum
grinad	rawhide
gringgo	Mexican
gro	grow
gro	rise
grog	alcohol
grog	beer
grogmen	drunkard
gropa	groper
growap	bring up
growap	grow
growap	nurture
growim	grow
growimap	bring up
growimap	nurture
growimap	raise
growimap	rear
grugidgrugid	zigzag
gubala	quickly
gubarl	rubbishy
gubarl	secondhand
gud	enjoyable
gud	good
gud	nice
gud	satisfactory
gud	well
gudan	go down
gudanaf	adequate
gudbai	goodbye
gudbala	good
gudbala	healthy
gudbalawei	good
gudbinji	desire
gudbinji	be happy
gudbinji	be satisfied
gudbinji	happy
gudbinji	to be
gudbinji	be
gudbinjiwei	happy
gudei	good day
gudei	greet
gudfren	good friend
gudinaf	good enough
gudjob	good job
gudlak	good luck
gudmob	many
gudmob	plenty
gudnyus	good news
gudsmel	good smell
gudsmelwan	fragrant
gudsmelwan	good-smelling
gudtaim	good time
gudwail	long while
gudwan	good
gudwan	straight
gudwei	nicely
gugum	cook
gugunja	sheep
gula	be angry
gula	argue
gula	nag
gula	anger
gula	angry
gulajambap	be very angry
gulamajarri	catfish
gulijap	close
gulijap	near
gulijap	close up
guliman	coolamon
gululu	upset stomach
gulum	name
gulya	lower bowel
gulya	colon
gulya	greedy
gumbu	urinate
gumbu	urine
gumbu	piss
gumbu	faeces
gumbu	shit
guna	anus
guna	defecate
guna	faeces
guna	shit
guna	buttocks
guna boi	male homosexual
gundarl	black plum
gunderri	fish species
gundie	wallaby
gundu-gundu	card game
gura	faeces
gura	semen
guraunguraun	go around
gurdibu	kangaroo
guriny	callous
guriny	horny
gurranda	brolga
gus	goose
gus	magpie goose
gus	black swan
gusaba	cassava
gusbri	gooseberry
gutjarloda	forever
gwei	go away
gwei	begone
gwei	leave
gwena	goanna
gwigbala	quickly
gwin	enter
had	hard
had	loudly
hadwe:k	work hard
haf	half
hafa	how far
hafbilib	half believe
hafded	half-dead
hafdedwan	half-dead
hafenhaf	half-and-half
hafwei	halfway
hafwei	in the middle
hagambat	hug
hai	high
haidim	hide
haiding	belting
haiding	hide
haiding	whipping
haijekim	hijack
haimen	boss
haladei	holiday
hambag	annoy
hambag	fool around
hambag	nuisance
hambag	humbug
hambag	muck around
hambag	be a nuisance
hambag	whinge
hambagam	annoy
hambagam	interrupt
hambe:ga	hamburger
hamini	how many
hampi	humpy
hampibek	humpback
handrid	hundred
hanggri	be hungry
hanggri	be
hanggri	be tired
hanggri	hungry
hanggribala	hungry
hanggriwan	hungry
hani	honey
hanta	hunter
hantamat	chase out
hanting	hunt
hariyap	hurry up
hariyap	hurry
harrimap	heighten
hasbin	husband
hat	heart
hatjamp	be surprised
hatjamp	frighten
hatjamp	make jump
hatjamp	dream
hatjamp	surprised
hatjamp	to be
hatjampwei	surprisingly
hau	how
haulong	how long
haumatj	how much
haumeni	how many
haus	house
haus	motel
hauspat	cabin
hayimap	heighten
hea	hair
hearibala	hairy
hebi	heavy
hebibala	heavy
hebibala	be heavy
hebin	heaven
hebiwan	heavy
hed	head
hed	forehead
hedeik	headache
hedeik	have headache
hedeik	to have
hedpat	head
heidim	hate
heilstom	hailstorm
heilston	hailstone
heilston	hailstones
heing la	stay with
heinggitjif	handkerchief
heingim	hang
heingimap	hang up
heinging	hang
helbam	assist
helbam	help
helfaiya	hellfire
helikopta	helicopter
help	help
helpa	helper
helth	health
helthiwan	healthy
helthsenta	clinic
helthsenta	health centre
hema	hammer
hendimbek	return
hendimdan	hand down
hendimoba	hand over
hendul	handle
hendulim	control
hendulim	handle
hendulum	control
hendulum	handle
heng ded	be hanged
hengon	hang on
hengrined	hand grenade
hepi	happy
hepin	happen
hepining	happening
hepiwan	happy
hepiwei	happily
herdam	bruise
herdam	hurt
herdam	injure
herding	be hurt
herding	be in pain
herding	be sore
herding	ache
herriwan	hairy
het	hat
hetben	hatband
heya	hair
heyapat	hair
hi	he
hi	it
hidim	hit
hidim	pain
hil	hill
hil	stone
hilsaid	hillside
hipap	heap up
hipap	heaped up
hipbon	hipbone
hipbon	hip bone
hipbon	pelvic bone
hipbon	pelvis
hipimap	heap up
hipimap	pick up
hipopotamis	hippopotamus
hit	attempt
hit	try
hitam	hit repeatedly
hitim	hit
hitimbek	hit back
hitimdan	knock down
ho:nim	butt
ho:nim	gore
hol	all
hol	hole
hol	vagina
hol	whole
hol	cave
hol	nostril
holbit	all
holbit	whole
holdambat	hold
holdim	hold
holdim	restrain
holdimap	hold up
holdimat	hold out
holdimbek	hold back
holidei	holiday
holidei	have a holiday
holiwan	holy
holmob	all
holmob	whole
hololog	hollow log
holot	all
holot	whole
hom	home
hon	horn
hon	ear
honet	hornet
hop	hop
hop	hope
hos	horse
hos	hose
hosis	horse
hosmen	horseman
hospel	hospital
hospil	clinic
hospil	hospital
hot	hot
hotbala	hot
hotdog	hot dog
hotenam	heat
hotsisan	hot season
hotwan	hot
hotwan	heat
hotwan	summer
hotwan	be
hotweja	dry season
hotwetha	dry season
hu	who
hu blanga	whose
hugimap	hook
huk	hook
hulot	who
humob	who
i	he
i	it
i	she
i:ldu	good one
ibimap	heap up
idim	eat
idim	hit
idimap	eat
idiwul	ear
if	if
igin	again
igin	also
igin	repeated
igul	eagle
igul	hawk
igulok	eagle
igulok	hawk
il	hill
iliman	shield
im	he
im	her
im	hers
im	him
im	his
im	it
im	its
im	she
imbala	them
imbala	they
imdubala	theirs
imiyu	emu
imjelp	herself
imjelp	himself
imjelp	itself
imolabat	their
imolabat	they
impotant	important
impotantwan	important
impotn	important
imrait	okay
imselp	herself
imselp	himself
imselp	itself
imti	empty
imwan	his
imwei	his way
indit	isn’t it
ingk	ink
injaid	centre
injaid	inside
injin	engine
injin	motor
inkarij	encourage
inlau	in-law
insaid	inside
insaidpat	flesh of fruit
insaidwan	inner
insaidwei	inner
insek	insect
intjurens	insurance
intu	into
ip	heap
ip	if
ip	together
ipap	heap up
ipbon	hipbone
ipin	heap up
irim	hear
iring	earring
irrim	hear
irrim	feel
irriwol	ear
irriwul	ear
irriwul jandap	take notice
is	east
is	her
is	his
is	its
iself	her
iself	him
iself	it
isi	easily
isibala	easy
isibalawei	easily
isiwan	easy
jajak	tree species
jalgi	bitter
jalgi	sulky
jalgibij	barramundi
itj	each
itjaw	cough
itjaw	sneeze
itji	itchy
jatsol	that’s all
iya	here
iya	nearby
iya	this
iyal	heel
iyaring	earring
jeinjeinj	alternate
jeinjim	change
jeinjoba	exchange
jeinjoba	swap
jem	jam
jabala	sharp
jabalajabala	spiny
jabi	know
jabi	recognise
jabi	understand
jabi	comprehend
jabibala	clever
jabibala	wise
jabibala	knowledgeable
jabibala	smart
jabiru	jabiru
jabo	cat
jabum	chop
jabum	jab
jabum	cut
jad	that
jadabat	almost
jadabat	nearly
jadan	that
jadap	shut
jadap	blocked
jadap	shut up
jadap	closed
jadawei	that way
jadim	shut
jadimap	shut
jadimap	block
jadimap	shut up
jadjim	judge
jadlot	those
jadmob	those
jag	jug
jagadi	soft
jagadim	buck
jagadim	throw
jagadimwei	discard
jagadimwei	throw away
jagar	saliva
jagar	spit
jagim	cast
jagim	throw
jagimad	throw out
jagimdan	put down
jagimdan	throw down
jagimdan	drop
jagimdan	throw
jagimdan	make fall
jagimin	throw in
jagirri	soft
jagul	penis
jagurl	testicles
jagurl	testes
jainaman	Chinaman
jainaman	oriental
jainbud	signboard
jaini	gold
jaini	shiny
jaint	giant
jaiyant	giant
jaja	goodbye
jajanga	goodbye
jakim	sack
jaldu	OK
jaldu	alright
jalimadawuk	passion fruit
jalimadawuk	passion
jalimadawuk	vine
jalis	be jealous
jaliswan	jealous
jalk	inject
jalk	poke
jalk	prick
jalk	dig
jalkim	inject
jalkim	poke
jalkim	prick
jingdan	sink
jamanjim	accuse
jamanjim	blame
jamanjim	challenge
jambum	jump
jamimi	vagina
jamirdi	grandfather
jamp	jump
jampa	jumper
jampap	jump up
jampdan	jump down
jampin	jump in
jampin	dive in
jampin	jump
jampoba	jump over
jampof	alight
jampof	jump off
jamugu	vagina
jan	sun
jan	understand
jandap	be
jandap	exist
jandap	stand
jandi	ceremony
jandim	send
jandim	speed
jandimap	plant
jandimap	stand up
jandimat	send out
jandimbek	send back
jandimdan	send down
jandimlong	hurry
jandimwei	send away
janggul	jungle
janggul	rainforest
jangidap	east
jangidap	sunrise
jangidapwei	easterly
jangudan	sunset
jangudan	west
jangudanwei	westerly
janurr	mucus
janurr	snot
janurr	head cold
janurr	runny nose
jaot	shirt
jari	mourning
jari	sad
jari	sorry
jari	feel sad
jarl	copy
jarramap	close
jarramap	shut
jarramap	switch off
jarran	that
jarrimap	stir
jarriny	birthmark
jarriny	totem
jarru	card game
jas	just
jas	simply
jat	suppose
jat	that
jat	think
jatberlberl	bird species
jatimap	shut
je:min	German
je:min	enemy
je:sti	thirsty
je:t	shirt
jea	there
jedalim	saddle up
jedirl	saddle
jefit	sheriff
jeganen	secondhand
jeganen	used
jegapbala	editor
jegbeg	large bag
jegbeg	sack
jegimap	check
jegimap	edit
jei	they
jeid	shade
jeidubala	they
jeijimap	chase
jeijimap	pursue
jeik	shake
jeikim	shake
jeil	jail
jeilgeim	card game
jeilhaus	jail
jeim	embarrassment
jeim	shame
jeimwan	same
jeimwan	similar
jeinj	change
jeinjbek	give change
jeisim	chase
jej	church
jek	jack
jek dongki	donkey
jekapim	rebel
jekit	blouse
jekjan	injection
jel	alone
jel	self
jelas	jealous
jelas	sulky
jelas	be
jelasbala	jealous
jelisim	envy
jelisim	make jealous
jelisim	resent
jelp	each other
jelp	herself
jelp	himself
jelp	itself
jelp	themselves
jemani	enemy
jemani	Germany
jemani	soldiers
jemwij	sandwich
jenyo	sour
jerrimoni	ceremony
jerrimoni	corroboree
jes	chest
jes	just
jes	only
jes	breastbone
jesim	chase
jeya	there
jibdim	move
jibdim	shift
jidan	be
jidan	live
jidan	sit down
jidan	stay
jidaning	be sitting
jididi	quail
jidim	cheat
jidindan	sit
jigi	cheeky
jigi	dangerous
jigi	sassy
jigi	wild
jigi	brown
jigi	saltwater crocodile
jigi	long
jigi	poisonous
jigi	snake
jigi	crocodile
jigi	salt water
jigi aul	owl
jigi aul	Masked Owl
jigi aul	barn owl
jigi aul	boobook
jigi yem	yam
jigibala	dangerous
jigibala	biting
jigibala	bitter
jigibala	brackish
jigibala	ant
jigibalawei	dangerously
jiginat	stick out
jiginat	stick up
jiginim	pierce
jiginim	stick into
jigininbala	penetrating
jigininbala	thorny
jigininbalawan	penetrating
jigiwan	dangerous
jiji	horse
jikin	chicken
jikinok	hawk
jikinok	brown goshawk
jikinok	firebird
jikinwan	cowardly
jilip	sleep
jilipiai	be sleepy
jilipibala	sleepy
jimbijamba	fish species
jimejim	destroy
jimel	smell
jimelim	smell
jimogiyai	blind
jinareishan	generation
jineik	snake
jing	sing
jingat	call out
jingat	sing out
jingat	sound
jingat	drone
jingat	howl
jingat	groan
jingat	grunt
jingat	snort
jingat	whimper
jingat	wave
jingating	calling
jinggabat	consider
jinggabat	contemplate
jinggabat	think
jinggabat	remember
jinggabat	think about
jinggali	happy
jinggali	proud
jinggali	be
jinggarlibala	proud person
jinggi	decomposing
jinggi	rotten
jinggi	stinking
jingginat	bark
jingginat	calling out
jinginat	calling
jingit	think
jingulili	blackberry
jini dongki	donkey
jinigap	sneak up
jinikim	sneak up
jinjabred men	gingerbread man
jinma	shark
jinuj	muscle
jinuj	sinew
jinuj	tendon
jip	potato chip
jip	sheep
jiraf	giraffe
jis	just
jistabat	almost
jit	sheet
jitja	sister
jo	chin
jo	jaw
jo	beard
jo	moustache
jo	whiskers
jo:tbala	short
job	job
joba	sober
jodaba	sort of
jodaba	type of
jogim	choke
jogim	soak
jogim	squeeze
jogim	knead
joinap	join
joindap	joining
joinim	join
joinimap	join
joinimap	unite
joinin	join in
joininwan	joined
joint	stalk
joint	stem
jojpan	saucepan
jolda	shoulder
joldableid	shoulder blade
jop	shop
jotmoa	berry
jow	show
jowing	showing
jowum	show
jik	cheek
jik	sassiness
jik	sick
jubij	jewfish
jubuk	dive
judum	shoot
juga	sugar
juga	sugary
juga	sweet
jugabeg blai	bee
jugalib	tree
jugubeg	wild honey
jugi	four-wheel drive vehicle
jugong	dugong
juju	corroboree
juju	loincloth
jukdan	bend over
jukdan	crouch
jukijuki	four-wheel drive vehicle
jukjuk	chicken
jukjuk	cock
jukjuk	domestic fowl
jukjuk	chook
juljul	horny
juljul	randy
juljul	sexy
julou	slow
julubala	slowly
julugan	banana
jululuma	navel
julurruma	umbilical cord
jumbago	tobacco
jumbago	native
jumelim	smell
jumok	smoke
jumokin	smoke
jumokum	cure
jumokum	smoke
junggai	boss
junikeik	damper
junikeik	johnnycake
jupdan	stoop down
jupi	blackcurrant
jupjup	soup
jupjup	stew
juriny	horny
juriny	randy
jurratj	diarrhoea
jurribala	three
jurru	through
jus	choose
jus	decide
juspat	juice
jusum	choose
jutbi	blackcurrant
juwa	sore
juwei	swearing
juweirring	swearing
juweta	cardigan
juweta	jumper
juweta	sweater
juwing	swing
juwis	drooling
juwum	chew
jwalorrum	swallow
jwalorrum	to
jwelap	swell up
jyu	dew
jyu	fog
ka	car
kanboi	convoy
kaan	cannot
kabadi	drink
kabadi	tea
kabadi	tea break
kabaditaim	midafternoon
kabaditaim	midmorning
kabaditaim	teatime
kabarroba	cover over
kabed	cupboard
kaburrumap	bury
kaburrumap	cover
kaburrumap	cover up
kad	cards
kad	charm
kadim	circumcise
kadim	cut
kadim	operate
kadim	chop
kadim	break open
kadim	take out
kadimap	carry
kadimat	interrupt
kadimbek	carry back
kain	kind
kain	type
kainaba	type of
kainbala	kind
kainbalawei	kindly
kainwan	kind
kainwei	kindly
kaiyabam	tree
kajin	mother-in-law
kajin	sister-in-law
kajulum	embrace
kajulum	grab
kaka	faeces
kaka	defecate
kakaji	goanna
kala	colour
kalarim	colour
kalawan	coloured
kalbiri	cavalry
kaliko	bedspread
kaliko	calico
kaliko	canvas
kaliko	cover
kaliko	sail
kaliko	swag
kam	come
kam	become
kaman	come
kaman	come on
kamap	arrive
kamap	come to
kamap	come up
kamap	move to
kamap	rise
kamat	arrive
kamat	come out
kamat	come to
kamat	reach
kambek	come back
kambek	return
kamdan	come down
kamin	come in
kaminap	appear
kaminap	come
kaminap	rise
kaminat	come
kamiya	come here
kampani	company
kampeni	company
kampiny	egg
kamyunyan	communion
kan	cannot
kanbis	canvas
kanbis	tarpaulin
kangfu	hitting
kangfu	kicking
kangfu	kung fu
kangurri	yam
kansil	council
kantim	count
kantri	country
kantri	land
kantri	locality
kantri	place
kantri	territory
kantrimen	countryman
kap	calf
kap	cup
kap	mug
kapati	cup of tea
kapati	tea break
kapatidaim	tea break
kapiket	copy
kapinta	carpenter
karant	current
karant	currant
karant	tide
karanyirringba	lots
karanyirringba	many
kard	playing card
kardamap	carry
keliko	canvas
karraborri	corroboree
karrakkarrak	darter
karrijong tri	tree
karrimap	carry
kasin bratha	cousin
kasin sista	cousin
kastad epul	tree
kastam	custom
katakros	shortcut
kerisin	kerosene
katam	cut
katam	interrupt
katam	sever
katamat	cut out
katamat	separate
katapila	caterpillar
katapila	grub
katapwan	sliced
katlain	line
kauboi	cowboy
kauboi but	boot
kauboi kantri	hilly area
kaundim	count
kaundimap	count up
kaundimat	count out
kayay	be horny
kayilimap	gather
ke:li	curly
keib	cave
keib	hole
keik	cake
keingurru	kangaroo
keingurru	wallaby
keipok tri	bush
kelenda	calendar
kelinda	calendar
kemp	camp
kemp	camping-place
kemp	dwelling place
kemp	live
kemp	stay
kemp	swag
kemp	bed
kemp	nest
kemp	bedroll
kempinat	camp
kemra	camera
kemul	camel
kenbis	canvas
kenbis	tent
keraban	caravan
kilaimap	climb
keriyim	carry
kerosinwud tri	Hakea
kerosinwud tri	kerosene wood
kerriimap	carry
kerring	pregnant
ket	cat
ketfis	catfish
ketul	cattle
ki	key
kid	child
kid	kid
kidikidi	young goat
kidikidi	kid
kidni	kidney
kidni	bladder
kidni	porcupine
kijimap	arrive
kikim	kick
kikin	alive
kikin	living
kikinap	throw a tantrum
kil	be killed
kila	killer
kilim	hit
kilim	hurt
kilim	injure
kilim	kill
kilim	pain
kilogrem	kilogram
kilomita	kilometre
kin	able
kin	can
king	best
king	king
kingbraun	snake
kingfisa	flycatcher
kingfisa	kingfisher
kingfisa	forest kingfisher
kini	skinny
kini	thin
kinu	canoe
kipgon	continue
kipgon	keep going
kipgon	go on
kipum	have
kipum	keep
klab	social club
klaimap	climb up
klas	classroom
klaud	cloud
klaun	clown
kleba	clever
klebabala	clever
klebabala	smart
klebabala	knowledgeable
klebabalamen	smart person
klebabalawan	clever
klebabalawei	cleverly
klebawan	clever
klebawei	cleverly
klei	clay
klei	ordinary
klepin	clap
klia	clear
klif	bank
klif	cliff
klin	clean
klinap	clean up
klinbala	clean
klinbalawan	clean
klinbalawan	virgin
klinim	clean
klinimap	clean
klinimap	defeat
klinskin	blank tape
klinskin	clean-skin
klinskin	uncircumcised
klinwan	clean
kliyawan	clear
klok	clock
klos	close
klos	closed
klos	clothes
klos	nearby
klos	off
klos	shut
klos	dress
klosim	close
klosim	shut
klosimap	close up
klothing	clothing
koat	court
koat	court case
kob	cough
kodan	cotton
kofi	coffee
koginatgrob	coconut grove
kokanat	coconut
koki	parrot
koki	parrots
kokreg	loincloth
kokroj	cockroach
kokwud tri	tree
kokwud tri	corkwood
kol	coal
kol	cold
kol	gold
kol	cool
kol	charcoal
kol	coals
kolbala	cold
kolbala	to be
koldringk	cold drink
kolimdan	cool down
koljeid	cool shade
kolsik	common cold
kolsisan	cold season
koltaim	cold season
kolum	call by name
kolum	name
kolum	say
kolum	call out to
kolwetha	cold season
kolwetha	dry season
kolwethataim	cold season
komic	comic
komyuniti	community
kona	corner
konkinberri tri	tree species
kopa	copper
kopawan	copper
kopi	copy
kopiwan	copied
koris	chorus
koris	song
koroburi	corroboree
kos	because
kot	coat
kothaus	courthouse
kotimbek	question
kotin	cotton
kotkeis	court case
kout	coat
kowarri	shield
krai	cry
krai	weep
krai	scream
kraingki	angry
kraingki	insane
kraingki	mad
kraingki	upset
krasam	cross
kraul	crawl
kraulabat	crawl
kraun	crown
krean	crayon
kreb	crab
kreibij	crayfish
kreibij	yabby
kreikinap	ragged
kreikinap	torn
krein	crane
krein	heron
krein	herons
kreingki	foolish
krek	crack
krek	split
krek	tear
krekim	break
krekim	crack
krela	cockatoo
krela	corella
krik	creek
krik	gully
krik	gutter
krik	wash away
krik	river
krikbed	creek bed
krikbed	Little Creek
krikbed	gully
kriket	cricket
krikid	crooked
krim	cream
kriol	Creole
kriol	pidgin
kripa	creeper
kripap	creep up
kripulap	cripple
kripulbala	crippled person
kripulum	cripple
kripulumap	cripple
kripulwan	crippled
kro	crow
krokadail	crocodile
krokadail	alligator
krol	crawl
kroling	crawling
kros	cross
krosim	cross
krosim	cross over
krosing	crossing
krosoba	cross
kroswei	across
krukidwan	crooked
krukidwan	bend
krukidwan	lean
krukmen	criminal
krukmen	crook
krul	cruel
krulbala	cruel
krulbalawei	cruelly
krulwan	cruel
krusifai	crucify
krusing	cruise
krusing	drive
kudarrgu	brolga
kudun	unable to
kuk	cook
kuk	cooked
kuk	ripe
kukubarra	kookaburra
kukum	cook
kukum	make hot
kukwan	cooked
kul	cold
kul	cool
kul	school
kulaman	coolamon
kulaman	make
kulaman	wooden
kulaman	flat
kuldring	cool drink
kuldring	soft drink
kuliba tri	tree
kuluj	clothes
kulujap	nearby
kulumap	cool
kumbu	urine
kumirr	blackberry
kundarr	tree
kuninyarra	tree
kuwana	corner
kuwi	koel
kwait	calm
kwait	noiseless
kwait	peaceful
kwait	quiet
kwait	tame
kwaitbala	quiet
kwaitbala	whisper
kwaitbala	slow
kwaitbala	soft
kwaitbala	weak
kwaitbala	ill
kwaitbala	still
kwaitbalawei	quietly
kwaitnim	quieten
kwaitnim	restrain
kwaitnim	tame
kwaitsneik	snake
kwaitwan	quiet
kwaitwei	quietly
kweil	quail
kwesjinim	question
kwesjinmak	amazement
kwesjinmak	query
kwesjinmak	surprise
kwestjan	question
kwestjanim	question
kwik	fast
kwik	quickly
kwikbala	quick
kwikbalawei	quickly
kwikenkwik	quickly
kwin	queen
kwin	queen bee
kyusim	milk
kyusim	squeeze
la	along
la	at
la	in
la	into
la	on
la	to
la	with
labam	like
labam	love
labda	have to
labda	like to
labda	must
labda	yes
labinjaga	kookaburra
labli	lovely
labli	nice
ladim	allow
ladim	let
laf	laugh
lagijat	like that
lagijat	thus
lagijat	do
lagijat	same
lai	lie
laib	alive
laib	be alive
laib	live
laibala	live
laibala	alive
laibala	life
laibalawan	live
laibliwan	active
laibliwan	lively
laibwan	live
laidim	light
laidim	switch on
laidim	turn on
